maketxt,modeltxt,yeartxt,component_group,topic_id,topic_label,mfr_name,months_flagged,first_month,latest_month,max_complaints,avg_complaints,median_complaints,max_growth_vs_6mo_avg,avg_topic_strength,max_watchlist_score,high_confidence_months,moderate_or_higher_months,best_signal_tier
FORD,ESCAPE,2020,POWER TRAIN,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,1,2025-01-01,2025-01-01,3,3.0,3.0,3.0,0.353,6.19,0,0,Early signal
FORD,MUSTANG,2016,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.734,6.174,0,0,Early signal
FORD,FOCUS,2014,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,1,2022-08-01,2022-08-01,3,3.0,3.0,3.0,0.641,6.173,0,0,Early signal
RAM,1500,2018,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",1,2025-04-01,2025-04-01,3,3.0,3.0,3.0,0.642,6.173,0,0,Early signal
FORD,EXPLORER,2012,STRUCTURE,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2020-07-01,2020-07-01,3,3.0,3.0,3.0,0.406,6.169,0,0,Early signal
FORD,ESCAPE,2013,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2020-06-01,2020-06-01,3,3.0,3.0,3.0,0.404,6.157,0,0,Early signal
JEEP,WRANGLER,2018,SEAT BELTS,13,Seat belt / passenger restraint issue,"CHRYSLER (FCA US, LLC)",1,2020-11-01,2020-11-01,3,3.0,3.0,3.0,0.484,6.156,0,0,Early signal
KIA,SOUL,2021,ENGINE / COOLING,2,Check engine light / engine fault complaints,"KIA AMERICA, INC.",1,2025-06-01,2025-06-01,3,3.0,3.0,3.0,0.36,6.156,0,0,Early signal
RAM,1500,2025,SERVICE BRAKES,4,Brake pedal / braking performance issue,"CHRYSLER (FCA US, LLC)",1,2025-10-01,2025-10-01,3,3.0,3.0,3.0,0.434,6.154,0,0,Early signal
VOLKSWAGEN,TIGUAN,2017,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-04-01,2022-04-01,3,3.0,3.0,3.0,0.434,6.154,0,0,Early signal
FORD,FUSION,2015,ELECTRICAL SYSTEM,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.345,6.149,0,0,Early signal
ACURA,TLX,2019,ENGINE / COOLING,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-02-01,2025-02-01,3,3.0,3.0,3.0,0.417,6.148,0,0,Early signal
ACURA,TLX,2019,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-02-01,2025-02-01,3,3.0,3.0,3.0,0.417,6.148,0,0,Early signal
HONDA,FIT,2016,ELECTRICAL SYSTEM,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2021-12-01,2021-12-01,3,3.0,3.0,3.0,0.402,6.147,0,0,Early signal
UNKNOWN,UNKNOWN,Unknown,AIR BAGS,11,Airbag nondeployment / crash restraint issue,UNKNOWN MANUFACTURER,1,2024-09-01,2024-09-01,3,3.0,3.0,3.0,0.401,6.144,0,0,Early signal
LINCOLN,NAUTILUS,2019,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2025-10-01,2025-10-01,3,3.0,3.0,3.0,0.571,6.136,0,0,Early signal
CHEVROLET,SILVERADO 1500,2021,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.462,6.135,0,0,Early signal
CHRYSLER,200,2015,SERVICE BRAKES,4,Brake pedal / braking performance issue,"CHRYSLER (FCA US, LLC)",1,2020-08-01,2020-08-01,3,3.0,3.0,3.0,0.343,6.135,0,0,Early signal
HYUNDAI,SONATA,2011,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,HYUNDAI MOTOR AMERICA,1,2020-08-01,2020-08-01,3,3.0,3.0,3.0,0.722,6.123,0,0,Early signal
KTM,790 ADVENTURE,2019,SERVICE BRAKES,4,Brake pedal / braking performance issue,"KTM NORTH AMERICA, INC.",1,2020-12-01,2020-12-01,3,3.0,3.0,3.0,0.397,6.12,0,0,Early signal
CHEVROLET,SILVERADO 2500,2020,TIRES,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",1,2023-07-01,2023-07-01,3,3.0,3.0,3.0,0.721,6.119,0,0,Early signal
CHEVROLET,SILVERADO 1500,2024,ENGINE / COOLING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.253,6.118,0,0,Early signal
FORD,MUSTANG MACH E,2021,VEHICLE SPEED CONTROL,12,Cruise / traction / electronic braking control issue,FORD MOTOR COMPANY,1,2024-09-01,2024-09-01,3,3.0,3.0,3.0,0.396,6.116,0,0,Early signal
KIA,EV9,2024,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,"KIA AMERICA, INC.",1,2024-10-01,2024-10-01,3,3.0,3.0,3.0,0.426,6.116,0,0,Early signal
AUDI,A3 CABRIOLET,2015,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-03-01,2022-03-01,3,3.0,3.0,3.0,0.72,6.114,0,0,Early signal
FORD,F-150,2014,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,1,2024-02-01,2024-02-01,3,3.0,3.0,3.0,0.545,6.104,0,0,Early signal
NISSAN,PATHFINDER,2023,SERVICE BRAKES,4,Brake pedal / braking performance issue,"NISSAN NORTH AMERICA, INC.",1,2024-05-01,2024-05-01,3,3.0,3.0,3.0,0.456,6.103,0,0,Early signal
NISSAN,TITAN,2016,ENGINE / COOLING,2,Check engine light / engine fault complaints,"NISSAN NORTH AMERICA, INC.",1,2024-08-01,2024-08-01,3,3.0,3.0,3.0,0.297,6.095,0,0,Early signal
KIA,SPORTAGE,2019,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",1,2025-10-01,2025-10-01,3,3.0,3.0,3.0,0.714,6.09,0,0,Early signal
TOYOTA,TACOMA,2009,STRUCTURE,19,Tire / suspension / frame rust mixed issue,TOYOTA MOTOR CORPORATION,1,2025-10-01,2025-10-01,3,3.0,3.0,3.0,0.713,6.085,0,0,Early signal
RAM,1500,2019,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",1,2025-01-01,2025-01-01,3,3.0,3.0,3.0,0.42,6.083,0,0,Early signal
TOYOTA,TACOMA,2003,STRUCTURE,19,Tire / suspension / frame rust mixed issue,TOYOTA MOTOR CORPORATION,1,2020-06-01,2020-06-01,3,3.0,3.0,3.0,0.711,6.077,0,0,Early signal
FORD,FOCUS,2018,POWER TRAIN,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,1,2024-05-01,2024-05-01,3,3.0,3.0,3.0,0.306,6.076,0,0,Early signal
GMC,YUKON XL,2021,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",1,2025-06-01,2025-06-01,3,3.0,3.0,3.0,0.359,6.074,0,0,Early signal
TESLA,MODEL Y,2026,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"TESLA, INC.",1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.418,6.072,0,0,Early signal
JEEP,CHEROKEE,2019,POWER TRAIN,2,Check engine light / engine fault complaints,"CHRYSLER (FCA US, LLC)",1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.28,6.069,0,0,Early signal
ACURA,MDX,2025,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.448,6.061,0,0,Early signal
TESLA,MODEL 3,2018,STEERING,10,Steering wheel binding / difficult turning issue,"TESLA, INC.",1,2023-08-01,2023-08-01,3,3.0,3.0,3.0,0.29,6.056,0,0,Early signal
FORD,EXPLORER,2015,SEAT BELTS,13,Seat belt / passenger restraint issue,FORD MOTOR COMPANY,1,2024-03-01,2024-03-01,3,3.0,3.0,3.0,0.612,6.044,0,0,Early signal
FORD,EXPLORER,2022,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.258,6.035,0,0,Early signal
FORD,FUSION,2016,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,1,2022-05-01,2022-05-01,3,3.0,3.0,3.0,0.411,6.035,0,0,Early signal
TOYOTA,TACOMA,2024,SERVICE BRAKES,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.61,6.034,0,0,Early signal
NISSAN,MURANO,2010,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"NISSAN NORTH AMERICA, INC.",1,2022-06-01,2022-06-01,3,3.0,3.0,3.0,0.7,6.032,0,0,Early signal
VOLKSWAGEN,JETTA,2023,SERVICE BRAKES,4,Brake pedal / braking performance issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2025-04-01,2025-04-01,3,3.0,3.0,3.0,0.324,6.03,0,0,Early signal
TOYOTA,TUNDRA,2005,STRUCTURE,19,Tire / suspension / frame rust mixed issue,TOYOTA MOTOR CORPORATION,1,2021-04-01,2021-04-01,3,3.0,3.0,3.0,0.698,6.023,0,0,Early signal
HONDA,ODYSSEY,2016,ENGINE / COOLING,2,Check engine light / engine fault complaints,HONDA (AMERICAN HONDA MOTOR CO.),1,2023-12-01,2023-12-01,3,3.0,3.0,3.0,0.378,6.022,0,0,Early signal
HYUNDAI,ELANTRA,2017,ELECTRICAL SYSTEM,7,Door latch / lock / unintended opening issue,HYUNDAI MOTOR AMERICA,1,2020-11-01,2020-11-01,3,3.0,3.0,3.0,0.696,6.014,0,0,Early signal
FORD,FUSION,2014,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2022-06-01,2022-06-01,3,3.0,3.0,3.0,0.406,6.008,0,0,Early signal
DODGE,DURANGO,2016,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"CHRYSLER (FCA US, LLC)",1,2021-01-01,2021-01-01,3,3.0,3.0,3.0,0.32,6.006,0,0,Early signal
CHRYSLER,TOWN AND COUNTRY,2013,SEATS,13,Seat belt / passenger restraint issue,"CHRYSLER (FCA US, LLC)",1,2021-07-01,2021-07-01,3,3.0,3.0,3.0,0.403,5.996,0,0,Early signal
HYUNDAI,SONATA,2011,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,HYUNDAI MOTOR AMERICA,1,2023-05-01,2023-05-01,3,3.0,3.0,3.0,0.692,5.996,0,0,Early signal
JEEP,WRANGLER,2017,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",1,2025-09-01,2025-09-01,3,3.0,3.0,3.0,0.468,5.993,0,0,Early signal
FORD,ESCAPE,2017,FUEL / PROPULSION,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,1,2025-10-01,2025-10-01,3,3.0,3.0,3.0,0.601,5.991,0,0,Early signal
FORD,MUSTANG,2021,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,FORD MOTOR COMPANY,1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.402,5.988,0,0,Early signal
JEEP,WRANGLER,2019,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"CHRYSLER (FCA US, LLC)",1,2022-02-01,2022-02-01,3,3.0,3.0,3.0,0.597,5.976,0,0,Early signal
HONDA,HR-V,2024,STEERING,10,Steering wheel binding / difficult turning issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2024-04-01,2024-04-01,3,3.0,3.0,3.0,0.687,5.975,0,0,Early signal
NISSAN,TITAN,2016,ENGINE / COOLING,15,Oil consumption / low oil issue,"NISSAN NORTH AMERICA, INC.",1,2023-11-01,2023-11-01,3,3.0,3.0,3.0,0.314,5.975,0,0,Early signal
GMC,TERRAIN,2015,VISIBILITY / WIPER,18,Headlight / low beam visibility issue,"GENERAL MOTORS, LLC",1,2022-06-01,2022-06-01,3,3.0,3.0,3.0,0.463,5.972,0,0,Early signal
CHEVROLET,EQUINOX,2022,FUEL / PROPULSION,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2024-08-01,2024-08-01,3,3.0,3.0,3.0,0.288,5.969,0,0,Early signal
NISSAN,PATHFINDER,2013,STRUCTURE,19,Tire / suspension / frame rust mixed issue,"NISSAN NORTH AMERICA, INC.",1,2023-08-01,2023-08-01,3,3.0,3.0,3.0,0.684,5.964,0,0,Early signal
CHEVROLET,EQUINOX,2013,FUEL / PROPULSION,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",1,2021-04-01,2021-04-01,3,3.0,3.0,3.0,0.514,5.96,0,0,Early signal
MITSUBISHI,OUTLANDER SPORT,2015,POWER TRAIN,6,Transmission shifting / gear engagement issue,"MITSUBISHI MOTORS NORTH AMERICA, INC.",1,2023-05-01,2023-05-01,3,3.0,3.0,3.0,0.381,5.959,0,0,Early signal
ACURA,MDX,2018,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2024-12-01,2024-12-01,3,3.0,3.0,3.0,0.588,5.936,0,0,Early signal
VOLKSWAGEN,ATLAS,2019,ELECTRICAL SYSTEM,7,Door latch / lock / unintended opening issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-03-01,2022-03-01,3,3.0,3.0,3.0,0.321,5.936,0,0,Early signal
FORD,FUSION,2015,ENGINE / COOLING,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,1,2020-07-01,2020-07-01,3,3.0,3.0,3.0,0.361,5.93,0,0,Early signal
CHEVROLET,SILVERADO 1500,2014,VISIBILITY / WIPER,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",1,2023-03-01,2023-03-01,3,3.0,3.0,3.0,0.375,5.924,0,0,Early signal
HYUNDAI,TUCSON HYBRID,2025,VEHICLE SPEED CONTROL,12,Cruise / traction / electronic braking control issue,HYUNDAI MOTOR AMERICA,1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.36,5.922,0,0,Early signal
FORD,FOCUS,2017,ENGINE / COOLING,9,Fuel pump / fuel tank / leak or odor issue,FORD MOTOR COMPANY,1,2023-03-01,2023-03-01,3,3.0,3.0,3.0,0.373,5.917,0,0,Early signal
FORD,FUSION,2018,ENGINE / COOLING,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,1,2024-10-01,2024-10-01,3,3.0,3.0,3.0,0.435,5.915,0,0,Early signal
HYUNDAI,ELANTRA,2012,STEERING,10,Steering wheel binding / difficult turning issue,HYUNDAI MOTOR AMERICA,1,2020-07-01,2020-07-01,3,3.0,3.0,3.0,0.581,5.904,0,0,Early signal
CHEVROLET,VOLT,2018,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2021-09-01,2021-09-01,3,3.0,3.0,3.0,0.669,5.901,0,0,Early signal
TOYOTA,CAMRY,2018,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,TOYOTA MOTOR CORPORATION,1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.37,5.901,0,0,Early signal
CHEVROLET,TAHOE,2007,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,"GENERAL MOTORS, LLC",1,2021-02-01,2021-02-01,3,3.0,3.0,3.0,0.663,5.877,0,0,Early signal
HONDA,RIDGELINE,2017,POWER TRAIN,6,Transmission shifting / gear engagement issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-09-01,2025-09-01,3,3.0,3.0,3.0,0.575,5.877,0,0,Early signal
JEEP,GRAND CHEROKEE,2024,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.365,5.875,0,0,Early signal
NISSAN,ROGUE,2015,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"NISSAN NORTH AMERICA, INC.",1,2023-02-01,2023-02-01,3,3.0,3.0,3.0,0.663,5.874,0,0,Early signal
BMW,328I,2013,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,"BMW OF NORTH AMERICA, LLC",1,2024-10-01,2024-10-01,3,3.0,3.0,3.0,0.363,5.865,0,0,Early signal
HYUNDAI,IONIQ 5,2022,ELECTRICAL SYSTEM,12,Cruise / traction / electronic braking control issue,HYUNDAI MOTOR AMERICA,1,2023-06-01,2023-06-01,3,3.0,3.0,3.0,0.349,5.863,0,0,Early signal
TOYOTA,4RUNNER,2004,SUSPENSION,19,Tire / suspension / frame rust mixed issue,TOYOTA MOTOR CORPORATION,1,2021-09-01,2021-09-01,3,3.0,3.0,3.0,0.658,5.857,0,0,Early signal
HYUNDAI,ELANTRA,2020,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,HYUNDAI MOTOR AMERICA,1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.658,5.856,0,0,Early signal
GMC,SIERRA 1500,2015,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",1,2026-02-01,2026-02-01,3,3.0,3.0,3.0,0.656,5.846,0,0,Early signal
KIA,OPTIMA,2013,SERVICE BRAKES,4,Brake pedal / braking performance issue,"KIA AMERICA, INC.",1,2024-02-01,2024-02-01,3,3.0,3.0,2.57,0.359,5.846,0,0,Early signal
HYUNDAI,ELANTRA,2012,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,HYUNDAI MOTOR AMERICA,1,2020-10-01,2020-10-01,3,3.0,3.0,3.0,0.655,5.845,0,0,Early signal
ACURA,MDX,2016,ENGINE / COOLING,15,Oil consumption / low oil issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2024-12-01,2024-12-01,3,3.0,3.0,3.0,0.343,5.835,0,0,Early signal
HONDA,PILOT,2020,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-01-01,2025-01-01,3,3.0,3.0,3.0,0.358,5.834,0,0,Early signal
FORD,ESCAPE,2015,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2022-07-01,2022-07-01,3,3.0,3.0,3.0,0.485,5.82,0,0,Early signal
FORD,FUSION,2015,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,1,2021-02-01,2021-02-01,3,3.0,3.0,3.0,0.649,5.819,0,0,Early signal
TOYOTA,PRIUS,2007,SERVICE BRAKES,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,1,2020-12-01,2020-12-01,3,3.0,3.0,3.0,0.4,5.818,0,0,Early signal
GMC,SIERRA 1500,2007,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,"GENERAL MOTORS, LLC",1,2021-03-01,2021-03-01,3,3.0,3.0,3.0,0.648,5.813,0,0,Early signal
KIA,SORENTO,2011,ENGINE / COOLING,2,Check engine light / engine fault complaints,"KIA AMERICA, INC.",1,2024-01-01,2024-01-01,3,3.0,3.0,3.0,0.368,5.813,0,0,Early signal
CHEVROLET,MALIBU,2018,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"GENERAL MOTORS, LLC",1,2021-12-01,2021-12-01,3,3.0,3.0,3.0,0.501,5.81,0,0,Early signal
CHEVROLET,SILVERADO 1500,2019,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-02-01,2025-02-01,3,3.0,3.0,3.0,0.56,5.81,0,0,Early signal
FORD,EXPEDITION,2018,ENGINE / COOLING,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,1,2024-08-01,2024-08-01,3,3.0,3.0,3.0,0.365,5.797,0,0,Early signal
FORD,F-150,2019,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.479,5.795,0,0,Early signal
FORD,EXPLORER,2015,STRUCTURE,7,Door latch / lock / unintended opening issue,FORD MOTOR COMPANY,1,2020-10-01,2020-10-01,3,3.0,3.0,3.0,0.643,5.792,0,0,Early signal
DODGE,JOURNEY,2014,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2020-07-01,2020-07-01,3,3.0,3.0,3.0,0.334,5.788,0,0,Early signal
LEXUS,RX,2021,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,TOYOTA MOTOR CORPORATION,1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.641,5.784,0,0,Early signal
CHEVROLET,MALIBU,2009,ELECTRICAL SYSTEM,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",1,2021-02-01,2021-02-01,3,3.0,3.0,3.0,0.552,5.776,0,0,Early signal
FORD,EDGE,2022,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2025-07-01,2025-07-01,3,3.0,3.0,3.0,0.552,5.776,0,0,Early signal
CHEVROLET,VOLT,2012,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"GENERAL MOTORS, LLC",1,2020-08-01,2020-08-01,3,3.0,3.0,3.0,0.546,5.747,0,0,Early signal
VOLKSWAGEN,PASSAT,2014,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-05-01,2022-05-01,3,3.0,3.0,3.0,0.545,5.743,0,0,Early signal
TESLA,MODEL Y,2021,SEAT BELTS,13,Seat belt / passenger restraint issue,"TESLA, INC.",1,2024-08-01,2024-08-01,3,3.0,3.0,3.0,0.629,5.737,0,0,Early signal
TOYOTA,CAMRY,2007,SERVICE BRAKES,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,1,2021-12-01,2021-12-01,3,3.0,3.0,3.0,0.352,5.729,0,0,Early signal
HYUNDAI,SONATA,2016,POWER TRAIN,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,1,2024-01-01,2024-01-01,3,3.0,3.0,3.0,0.626,5.723,0,0,Early signal
NISSAN,SENTRA,2019,POWER TRAIN,6,Transmission shifting / gear engagement issue,"NISSAN NORTH AMERICA, INC.",1,2023-12-01,2023-12-01,3,3.0,3.0,3.0,0.482,5.722,0,0,Early signal
GMC,SIERRA 1500,2020,ENGINE / COOLING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",1,2025-06-01,2025-06-01,3,3.0,3.0,3.0,0.379,5.714,0,0,Early signal
TOYOTA,RAV4,2023,ENGINE / COOLING,1,Electric power steering assist loss,TOYOTA MOTOR CORPORATION,1,2025-05-01,2025-05-01,3,3.0,3.0,3.0,0.378,5.71,0,0,Early signal
TOYOTA,RAV4,2023,STEERING,1,Electric power steering assist loss,TOYOTA MOTOR CORPORATION,1,2025-05-01,2025-05-01,3,3.0,3.0,3.0,0.378,5.71,0,0,Early signal
GMC,YUKON,2025,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.376,5.697,0,0,Early signal
AUDI,A6,2019,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2023-01-01,2023-01-01,3,3.0,3.0,3.0,0.456,5.686,0,0,Early signal
FORD,EXPLORER,2013,STRUCTURE,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,1,2025-09-01,2025-09-01,3,3.0,3.0,3.0,0.455,5.682,0,0,Early signal
CHEVROLET,SILVERADO 1500,2007,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"GENERAL MOTORS, LLC",1,2020-11-01,2020-11-01,3,3.0,3.0,3.0,0.616,5.681,0,0,Early signal
FORD,ESCAPE,2010,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.388,5.681,0,0,Early signal
HYUNDAI,SONATA,2017,POWER TRAIN,15,Oil consumption / low oil issue,HYUNDAI MOTOR AMERICA,1,2024-10-01,2024-10-01,3,3.0,3.0,3.0,0.53,5.68,0,0,Early signal
HONDA,CR-V,2024,VISIBILITY / WIPER,8,Windshield / glass cracking issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.616,5.679,0,0,Early signal
GMC,YUKON XL,2008,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,"GENERAL MOTORS, LLC",1,2020-11-01,2020-11-01,3,3.0,3.0,3.0,0.615,5.676,0,0,Early signal
FORD,ESCAPE,2006,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,1,2020-07-01,2020-07-01,3,3.0,3.0,3.0,0.526,5.662,0,0,Early signal
MAZDA,CX-5,2013,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,MAZDA MOTOR CORP.,1,2021-03-01,2021-03-01,3,3.0,3.0,3.0,0.611,5.659,0,0,Early signal
TOYOTA,RAV4,2020,POWER TRAIN,16,Coolant leak / cylinder intrusion / overheating issue,TOYOTA MOTOR CORPORATION,1,2023-07-01,2023-07-01,3,3.0,3.0,3.0,0.609,5.653,0,0,Early signal
JEEP,GRAND CHEROKEE,2014,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"CHRYSLER (FCA US, LLC)",1,2020-06-01,2020-06-01,3,3.0,3.0,3.0,0.524,5.651,0,0,Early signal
TOYOTA,PRIUS V,2014,SERVICE BRAKES,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,1,2024-08-01,2024-08-01,3,3.0,3.0,3.0,0.307,5.64,0,0,Early signal
HONDA,CR-V,2018,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2021-01-01,2021-01-01,3,3.0,3.0,3.0,0.319,5.633,0,0,Early signal
CHRYSLER,300C,2006,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",1,2020-10-01,2020-10-01,3,3.0,3.0,3.0,0.52,5.632,0,0,Early signal
PONTIAC,G5,2009,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"GENERAL MOTORS, LLC",1,2020-08-01,2020-08-01,3,3.0,3.0,3.0,0.603,5.628,0,0,Early signal
FORD,ESCAPE,2017,ELECTRICAL SYSTEM,16,Coolant leak / cylinder intrusion / overheating issue,FORD MOTOR COMPANY,1,2025-01-01,2025-01-01,3,3.0,3.0,3.0,0.603,5.625,0,0,Early signal
FORD,F-150,2015,WHEELS,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2021-12-01,2021-12-01,3,3.0,3.0,3.0,0.601,5.619,0,0,Early signal
LINCOLN,MKS,2013,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,1,2021-07-01,2021-07-01,3,3.0,3.0,3.0,0.599,5.609,0,0,Early signal
